index,latitude,longitude,subzone,region,monthly_rent
46804,1.322858,103.739239,121,4,2450
46805,1.306749,103.760634,35,4,1050
46806,1.436533,103.838678,88,2,2300
46807,1.370526,103.95019,90,1,2600
46808,1.389245,103.876556,45,3,2100
46809,1.337815,103.845131,129,0,2600
46810,1.362022,103.956773,117,1,1900
46811,1.427017,103.827663,148,2,3150
46812,1.324252,103.941572,10,1,1900
46813,1.380586,103.937748,92,1,2400
46814,1.329199,103.937343,8,1,1700
46815,1.356578,103.953994,117,1,2100
46816,1.376025,103.945946,90,1,2200
46817,1.31396,103.769831,34,4,2950
46818,1.377156,103.774823,7,4,2100
46819,1.436571,103.795253,85,2,3150
46820,1.396245,103.907087,97,3,2300
46821,1.437066,103.831121,148,2,1800
46822,1.402523,103.901296,83,3,3900
46823,1.433436,103.787423,139,2,1900
46824,1.449125,103.814714,102,2,1900
46825,1.33274,103.936224,8,1,2300
46826,1.316901,103.765311,34,4,2450
46827,1.347537,103.734033,150,4,2950
46828,1.313067,103.767339,34,4,4500
46829,1.397807,103.748373,143,4,2600
46830,1.331434,103.845119,128,0,3150
46831,1.312821,103.768917,34,4,2600
46832,1.344041,103.7355,150,4,2300
46833,1.282169,103.826334,127,0,3550
46834,1.375848,103.836157,69,3,3700
46835,1.346919,103.696188,151,4,2000
46836,1.423733,103.846082,146,2,2500
46837,1.393291,103.878139,45,3,1900
46838,1.308405,103.887348,2,0,2200
46839,1.395501,103.91406,97,3,1900
46840,1.368464,103.956009,91,1,2200
46841,1.30537,103.78608,41,0,4700
46842,1.44302,103.787916,85,2,3450
46843,1.348071,103.747897,20,4,2500
46844,1.435559,103.827699,148,2,2000
46845,1.389245,103.876556,45,3,2100
46846,1.343089,103.694054,151,4,2100
46847,1.418995,103.842949,147,2,1250
46848,1.375495,103.839947,69,3,2000
46849,1.310151,103.787082,49,0,2500
46850,1.341962,103.704542,61,4,2600
46851,1.396806,103.905054,97,3,1900
46852,1.378755,103.753163,122,4,1700
46853,1.310336,103.771356,36,4,4000
46854,1.401997,103.750078,143,4,2400
46855,1.350211,103.720032,54,4,2500
46856,1.308083,103.783057,41,0,2350
46857,1.370567,103.880592,58,3,2300
46858,1.306761,103.762363,35,4,1900
46859,1.31951,103.747947,121,4,4550
46860,1.389065,103.877152,45,3,1950
46861,1.42396,103.832607,148,2,4000
46862,1.380709,103.835368,144,3,1800
46863,1.381833,103.893909,38,3,2750
46864,1.335454,103.863388,96,0,2100
46865,1.352815,103.962913,117,1,1800
46866,1.392096,103.892551,4,3,2400
46867,1.337813,103.844332,129,0,1900
46868,1.304384,103.79935,37,0,2400
46869,1.32386,103.903364,48,0,3050
46870,1.292097,103.80423,84,0,2500
46871,1.376677,103.838361,69,3,1950
46872,1.387856,103.894681,105,3,2600
46873,1.308113,103.882694,2,0,3450
46874,1.379796,103.76599,59,4,1900
46875,1.322789,103.856444,6,0,1800
46876,1.341283,103.844605,129,0,1900
46877,1.338601,103.857914,94,0,1900
46878,1.379309,103.745365,68,4,4050
46879,1.348209,103.726358,54,4,2850
46880,1.390199,103.894576,105,3,2950
46881,1.434318,103.787634,139,2,2750
46882,1.450538,103.819135,102,2,2400
46883,1.335416,103.92235,9,1,3150
46884,1.427287,103.774859,139,2,2100
46885,1.422828,103.848172,146,2,2500
46886,1.370258,103.855969,26,3,3700
46887,1.309984,103.792601,53,0,3350
46888,1.42972,103.833109,148,2,1800
46889,1.453298,103.816139,104,2,3800
46890,1.369197,103.841667,110,3,2850
46891,1.308113,103.882694,2,0,2850
46892,1.400936,103.899199,83,3,2000
46893,1.330663,103.92698,8,1,2550
46894,1.301552,103.908408,81,0,3150
46895,1.384171,103.772387,43,4,2100
46896,1.34863,103.952853,117,1,2400
46897,1.369461,103.834659,110,3,3800
46898,1.369701,103.893757,56,3,2400
46899,1.385795,103.905414,100,3,2100
46900,1.346155,103.94451,117,1,2400
46901,1.39261,103.901593,100,3,1800
46902,1.348825,103.755128,21,4,2400
46903,1.451141,103.81363,104,2,2950
46904,1.427978,103.834283,148,2,2400
46905,1.342034,103.850649,17,0,2000
46906,1.418995,103.842949,147,2,1050
46907,1.36511,103.847379,131,3,3200
46908,1.305519,103.913022,81,0,4200
46909,1.35048,103.838771,135,0,2000
46910,1.387083,103.895447,105,3,4100
46911,1.391254,103.891303,4,3,2250
46912,1.286858,103.832846,126,0,4400
46913,1.346307,103.953376,111,1,2100
46914,1.364786,103.959292,91,1,1700
46915,1.359045,103.829898,135,0,2500
46916,1.35534,103.837459,135,0,3350
46917,1.450484,103.824578,0,2,1800
46918,1.322837,103.939125,10,1,1150
46919,1.310103,103.788546,49,0,3150
46920,1.329393,103.886978,79,0,1700
46921,1.445819,103.801069,140,2,3250
46922,1.345549,103.741599,23,4,1650
46923,1.371036,103.870361,108,3,1600
46924,1.37006,103.882823,58,3,3350
46925,1.368,103.851874,31,3,2250
46926,1.391571,103.884436,4,3,3150
46927,1.317337,103.878443,2,0,2850
46928,1.344699,103.95821,111,1,2300
46929,1.349832,103.939569,118,1,4200
46930,1.314278,103.855646,74,0,3150
46931,1.433975,103.776527,142,2,2750
46932,1.346099,103.717876,54,4,1900
46933,1.350241,103.870832,107,3,4200
46934,1.34152,103.698797,61,4,2400
46935,1.31935,103.943632,10,1,1750
46936,1.308946,103.888389,2,0,2100
46937,1.322832,103.932852,10,1,1900
46938,1.352389,103.959877,117,1,4200
46939,1.359166,103.891524,77,3,2000
46940,1.398285,103.916255,137,3,3900
46941,1.380521,103.771291,7,4,2300
46942,1.317337,103.878443,2,0,2300
46943,1.349327,103.700722,151,4,2500
46944,1.39134,103.90658,100,3,2300
46945,1.325656,103.927991,8,1,3150
46946,1.348845,103.875225,134,3,2750
46947,1.343297,103.700241,61,4,2550
46948,1.440747,103.803139,140,2,2300
46949,1.364946,103.854043,31,3,2000
46950,1.332779,103.912631,62,1,2050
46951,1.379844,103.763409,59,4,2200
46952,1.369423,103.858177,26,3,2000
46953,1.346176,103.757834,21,4,3450
46954,1.388416,103.773264,43,4,2350
46955,1.345755,103.957269,111,1,1800
46956,1.373117,103.888016,58,3,2950
46957,1.372446,103.95615,91,1,4000
46958,1.333932,103.93947,8,1,3150
46959,1.394722,103.909874,97,3,1800
46960,1.322832,103.932852,10,1,2200
46961,1.373839,103.87214,109,3,2950
46962,1.374681,103.94385,90,1,2100
46963,1.362933,103.752194,50,4,2500
46964,1.278424,103.826238,65,0,1800
46965,1.429034,103.830336,148,2,2950
46966,1.386091,103.896504,105,3,2950
46967,1.429654,103.83089,148,2,3700
46968,1.324889,103.920247,70,1,1900
46969,1.354406,103.751306,51,4,2150
46970,1.394449,103.915522,97,3,2200
46971,1.381471,103.741376,95,4,2300
46972,1.313542,103.895482,48,0,2500
46973,1.345363,103.70046,151,4,2950
46974,1.342064,103.743307,149,4,2200
46975,1.304341,103.76653,36,4,2100
46976,1.422069,103.848092,146,2,1450
46977,1.348417,103.849077,13,0,2600
46978,1.387712,103.899302,105,3,2600
46979,1.318176,103.861404,12,0,3150
46980,1.399664,103.904496,83,3,2100
46981,1.347646,103.712933,15,4,1600
46982,1.398071,103.877933,45,3,2400
46983,1.320183,103.900805,48,0,2100
46984,1.393804,103.90581,100,3,2400
46985,1.416628,103.830741,71,2,4000
46986,1.396605,103.908344,97,3,2050
46987,1.402776,103.75154,143,4,1950
46988,1.348758,103.759452,21,4,3800
46989,1.319169,103.769054,34,4,2250
46990,1.373861,103.873018,109,3,2600
46991,1.314478,103.851072,64,0,2950
46992,1.379672,103.836487,144,3,2750
46993,1.318309,103.887754,2,0,3900
46994,1.309416,103.8839,2,0,2400
46995,1.344807,103.956997,111,1,2850
46996,1.357389,103.892168,77,3,1600
46997,1.286974,103.839076,93,0,1600
46998,1.450357,103.825727,0,2,2300
46999,1.35318,103.86712,107,3,2100
47000,1.425853,103.831598,148,2,2000
47001,1.430687,103.836574,88,2,1650
47002,1.340651,103.707506,61,4,3150
47003,1.350976,103.939761,118,1,3450
47004,1.350913,103.837585,135,0,1900
47005,1.433163,103.831685,148,2,2600
47006,1.300933,103.853991,136,0,2250
47007,1.333356,103.848866,128,0,2400
47008,1.308821,103.852065,44,0,2700
47009,1.392913,103.892403,4,3,2100
47010,1.341714,103.736733,149,4,2600
47011,1.356735,103.870114,108,3,1450
47012,1.381002,103.774055,7,4,2100
47013,1.349099,103.850674,13,0,4500
47014,1.350617,103.756564,21,4,3150
47015,1.354662,103.95353,117,1,1900
47016,1.373608,103.858205,26,3,2100
47017,1.348725,103.727243,54,4,2950
47018,1.348071,103.747897,20,4,2100
47019,1.33675,103.851794,16,0,3550
47020,1.357135,103.952252,117,1,2600
47021,1.354537,103.847452,82,0,2950
47022,1.373651,103.857022,26,3,2950
47023,1.32106,103.762435,34,4,3250
47024,1.365131,103.959433,91,1,2000
47025,1.390199,103.894576,105,3,3050
47026,1.353383,103.886259,77,3,2000
47027,1.346023,103.741411,23,4,1700
47028,1.442932,103.789546,85,2,3050
47029,1.323958,103.936341,10,1,2050
47030,1.318623,103.862324,12,0,2000
47031,1.376718,103.886529,58,3,2500
47032,1.326353,103.932637,8,1,1600
47033,1.444511,103.798832,140,2,3700
47034,1.418019,103.837784,147,2,2600
47035,1.337975,103.699698,61,4,2850
47036,1.338663,103.74567,130,4,2850
47037,1.354019,103.958053,117,1,2100
47038,1.404117,103.748355,143,4,1600
47039,1.381434,103.771366,43,4,1050
47040,1.32743,103.885682,79,0,1850
47041,1.376667,103.942648,92,1,2950
47042,1.33001,103.936343,8,1,1800
47043,1.430515,103.840307,146,2,1700
47044,1.401387,103.906081,97,3,2500
47045,1.315432,103.871652,14,0,1700
47046,1.394127,103.749962,30,4,2100
47047,1.392903,103.897405,105,3,2100
47048,1.369877,103.891413,56,3,2750
47049,1.324656,103.903243,48,0,3350
47050,1.353877,103.869511,107,3,2600
47051,1.33225,103.915869,62,1,1800
47052,1.441885,103.807162,140,2,3450
47053,1.306289,103.761518,35,4,2200
47054,1.397672,103.905599,97,3,2550
47055,1.383717,103.766751,101,4,2500
47056,1.322202,103.737752,121,4,4200
47057,1.390889,103.890634,4,3,2600
47058,1.374745,103.879297,132,3,2750
47059,1.386593,103.765407,101,4,3150
47060,1.356742,103.939692,117,1,2500
47061,1.376667,103.942648,92,1,2850
47062,1.34682,103.850614,13,0,4100
47063,1.42621,103.83124,148,2,2700
47064,1.31166,103.761761,33,4,1700
47065,1.289337,103.82892,24,0,4600
47066,1.357284,103.839397,135,0,1900
47067,1.380471,103.755211,122,4,1700
47068,1.339253,103.700219,61,4,3250
47069,1.395787,103.906618,97,3,2850
47070,1.310151,103.787082,49,0,1900
47071,1.317118,103.769962,34,4,2100
47072,1.305856,103.91473,81,0,1900
47073,1.306953,103.861244,74,0,2950
47074,1.375736,103.739585,95,4,2950
47075,1.343881,103.688795,151,4,2300
47076,1.379867,103.835977,144,3,3250
47077,1.391417,103.885872,4,3,1700
47078,1.319393,103.88444,2,0,2100
47079,1.285329,103.803397,1,0,1600
47080,1.444472,103.821707,102,2,2300
47081,1.303405,103.909734,81,0,2300
47082,1.38185,103.767573,43,4,1800
47083,1.374962,103.872189,109,3,1250
47084,1.323146,103.85588,6,0,2500
47085,1.358312,103.842088,82,0,2950
47086,1.284194,103.845986,27,0,2400
47087,1.38113,103.76775,43,4,3700
47088,1.354664,103.953166,117,1,2750
47089,1.40215,103.752102,143,4,1900
47090,1.44695,103.815574,102,2,3700
47091,1.348815,103.757952,21,4,2100
47092,1.283621,103.825391,127,0,3700
47093,1.316994,103.768507,34,4,2600
47094,1.276622,103.841156,28,0,4200
47095,1.403149,103.898976,83,3,2250
47096,1.325132,103.885611,79,0,1600
47097,1.35311,103.9377,118,1,2300
47098,1.332242,103.845643,128,0,2100
47099,1.356968,103.938987,117,1,4100
47100,1.429234,103.828881,148,2,1700
47101,1.374001,103.836432,69,3,2750
47102,1.445129,103.79132,85,2,2100
47103,1.437269,103.790432,85,2,2150
47104,1.35853,103.84763,82,0,3350
47105,1.320897,103.945429,10,1,2400
47106,1.309144,103.78842,49,0,4000
47107,1.304992,103.785807,41,0,3150
47108,1.323958,103.936341,10,1,2400
47109,1.359193,103.956797,117,1,4200
47110,1.384184,103.766435,101,4,2100
47111,1.341005,103.854413,76,0,2300
47112,1.273682,103.806579,123,0,3450
47113,1.342793,103.698397,61,4,3350
47114,1.449758,103.819449,102,2,3900
47115,1.322994,103.90445,48,0,3300
47116,1.333789,103.724111,116,4,1600
47117,1.392834,103.876518,45,3,2950
47118,1.431731,103.841753,146,2,1900
47119,1.400949,103.913777,137,3,3150
47120,1.34439,103.715098,15,4,2500
47121,1.435427,103.774233,142,2,2950
47122,1.345538,103.717583,54,4,1850
47123,1.348658,103.731789,150,4,1800
47124,1.456053,103.815586,104,2,2300
47125,1.386627,103.769022,101,4,1900
47126,1.319663,103.76914,34,4,2600
47127,1.348326,103.70969,15,4,3350
47128,1.341455,103.699482,61,4,2900
47129,1.345323,103.856581,13,0,2850
47130,1.314016,103.761827,33,4,2500
47131,1.348659,103.753795,20,4,1750
47132,1.372689,103.961779,91,1,2100
47133,1.399961,103.898984,83,3,2000
47134,1.393388,103.898081,105,3,3250
47135,1.341818,103.686837,151,4,2750
47136,1.389166,103.742676,30,4,2750
47137,1.320692,103.762715,34,4,1700
47138,1.378493,103.884016,132,3,1900
47139,1.422483,103.844903,146,2,1850
47140,1.333299,103.936601,8,1,2400
47141,1.363466,103.856703,31,3,3150
47142,1.34259,103.691519,151,4,1800
47143,1.333714,103.845233,128,0,4400
47144,1.367704,103.854214,31,3,2400
47145,1.344247,103.747101,22,4,3250
47146,1.438293,103.797399,140,2,750
47147,1.341481,103.742973,149,4,2100
47148,1.402733,103.900463,83,3,2450
47149,1.347353,103.72532,54,4,2600
47150,1.401014,103.747524,143,4,3050
47151,1.346309,103.695864,151,4,3800
47152,1.353475,103.873392,107,3,2400
47153,1.332703,103.923457,8,1,2850
47154,1.351617,103.937071,118,1,3900
47155,1.392988,103.912883,97,3,3150
47156,1.303154,103.761944,35,4,2300
47157,1.289023,103.816276,99,0,3800
47158,1.350001,103.945978,117,1,1700
47159,1.443065,103.797831,140,2,2600
47160,1.436655,103.796231,140,2,2300
47161,1.37176,103.881456,58,3,3150
47162,1.33232,103.910395,62,1,2600
47163,1.39301,103.905649,100,3,2100
47164,1.307148,103.759628,35,4,2500
47165,1.378888,103.882827,132,3,2950
47166,1.36968,103.898337,67,3,1900
47167,1.32578,103.858807,6,0,1350
47168,1.397267,103.904538,97,3,2150
47169,1.392832,103.91062,97,3,2200
47170,1.346034,103.732851,150,4,2400
47171,1.300933,103.853991,136,0,2550
47172,1.353238,103.869413,107,3,3900
47173,1.45308,103.820743,0,2,1900
47174,1.320865,103.885697,2,0,1800
47175,1.4301,103.833118,148,2,2100
47176,1.389075,103.897368,105,3,2100
47177,1.374601,103.943139,90,1,4100
47178,1.386911,103.76331,101,4,4200
47179,1.371078,103.8941,56,3,2850
47180,1.430612,103.791674,141,2,2600
47181,1.327745,103.928874,8,1,1700
47182,1.393542,103.912428,97,3,2950
47183,1.3514,103.943793,117,1,2300
47184,1.399731,103.900732,83,3,2600
47185,1.348378,103.719448,54,4,3150
47186,1.338211,103.703156,61,4,2100
47187,1.371637,103.955621,91,1,2600
47188,1.319789,103.767788,34,4,2750
47189,1.329199,103.937343,8,1,1600
47190,1.370593,103.871087,108,3,2950
47191,1.334167,103.845891,128,0,2950
47192,1.304586,103.860841,39,0,2300
47193,1.387892,103.888922,4,3,2600
47194,1.445861,103.815264,102,2,2950
47195,1.355018,103.868368,107,3,2100
47196,1.342252,103.697871,61,4,4050
47197,1.345549,103.741599,23,4,1600
47198,1.375964,103.887424,58,3,2400
47199,1.39772,103.90632,97,3,2400
47200,1.421036,103.832063,71,2,2500
47201,1.407437,103.911196,137,3,1600
47202,1.37343,103.773924,7,4,1750
47203,1.427852,103.827781,148,2,2750
47204,1.332373,103.866165,96,0,3700
47205,1.347308,103.734584,150,4,1950
47206,1.394133,103.895444,105,3,2100
47207,1.354024,103.953989,117,1,2200
47208,1.378908,103.838603,144,3,4100
47209,1.313131,103.850868,64,0,1050
47210,1.442136,103.80562,140,2,2300
47211,1.349017,103.712179,15,4,2300
47212,1.321013,103.858982,12,0,3350
47213,1.313275,103.873489,14,0,3150
47214,1.450861,103.819973,102,2,2850
47215,1.394631,103.912294,97,3,2500
47216,1.310831,103.760796,33,4,2300
47217,1.374257,103.946137,90,1,2400
47218,1.382952,103.897863,38,3,1900
47219,1.303709,103.850537,11,0,2400
47220,1.365178,103.745813,55,4,2300
47221,1.377823,103.735012,95,4,1600
47222,1.35191,103.947109,117,1,2600
47223,1.352069,103.873289,107,3,2600
47224,1.333723,103.936518,8,1,1800
47225,1.433504,103.786496,139,2,2950
47226,1.305392,103.863222,39,0,1900
47227,1.34881,103.759893,21,4,2400
47228,1.436494,103.793973,85,2,2100
47229,1.328103,103.932938,8,1,2200
47230,1.431002,103.832468,148,2,2750
47231,1.378043,103.937575,92,1,2100
47232,1.444571,103.817847,102,2,2100
47233,1.390965,103.88406,4,3,1850
47234,1.324564,103.910131,70,1,2750
47235,1.32226,103.866623,12,0,2600
47236,1.320779,103.854349,6,0,2200
47237,1.386178,103.902619,100,3,2100
47238,1.447608,103.772062,87,2,2750
47239,1.335679,103.705141,61,4,4000
47240,1.345903,103.748812,20,4,1600
47241,1.292343,103.815173,80,0,3400
47242,1.349626,103.868064,107,3,2700
47243,1.366506,103.841811,110,3,2000
47244,1.36605,103.854168,31,3,1950
47245,1.438456,103.777081,142,2,2100
47246,1.353443,103.936558,118,1,2000
47247,1.354434,103.954405,117,1,1900
47248,1.324225,103.922022,70,1,2500
47249,1.398731,103.8967,105,3,3450
47250,1.355517,103.952686,117,1,2500
47251,1.398601,103.916203,137,3,4300
47252,1.401392,103.918514,137,3,3700
47253,1.338669,103.740293,149,4,3150
47254,1.351314,103.725597,54,4,2100
47255,1.361318,103.842684,82,0,2600
47256,1.348222,103.747188,20,4,2250
47257,1.284587,103.82436,52,0,3350
47258,1.328523,103.932856,8,1,2300
47259,1.37252,103.897006,57,3,2500
47260,1.397626,103.907358,97,3,1800
47261,1.430639,103.838133,88,2,1600
47262,1.35218,103.951695,117,1,2600
47263,1.348995,103.747258,20,4,2750
47264,1.358683,103.958024,117,1,2300
47265,1.374334,103.960352,91,1,2100
47266,1.426915,103.837351,145,2,2200
47267,1.282099,103.825203,127,0,2350
47268,1.319728,103.946627,10,1,3800
47269,1.313745,103.767782,34,4,1700
47270,1.314846,103.895865,48,0,2400
47271,1.38094,103.737734,95,4,2100
47272,1.440961,103.804727,140,2,2100
47273,1.282681,103.826583,127,0,2950
47274,1.281759,103.806862,40,0,2750
47275,1.37195,103.885319,58,3,2300
47276,1.375097,103.837619,69,3,2950
47277,1.395166,103.749224,30,4,2400
47278,1.351879,103.934691,118,1,3150
47279,1.27447,103.825878,124,0,2950
47280,1.38113,103.741877,95,4,2750
47281,1.353583,103.935299,118,1,2100
47282,1.375593,103.878761,132,3,2750
47283,1.352134,103.956439,117,1,3350
47284,1.341347,103.951355,111,1,2750
47285,1.34015,103.689146,151,4,2300
47286,1.282647,103.823327,52,0,2500
47287,1.390615,103.747156,30,4,2500
47288,1.432942,103.786733,139,2,2300
47289,1.373707,103.774851,7,4,2200
47290,1.335934,103.938866,9,1,2200
47291,1.32476,103.92437,70,1,2450
47292,1.331828,103.933338,8,1,2300
47293,1.320183,103.900805,48,0,2500
47294,1.350001,103.945978,117,1,2400
47295,1.451325,103.818031,104,2,2850
47296,1.394512,103.907964,97,3,3700
47297,1.273682,103.806579,123,0,3150
47298,1.423529,103.831872,148,2,1900
47299,1.389001,103.892763,105,3,2300
47300,1.330939,103.858182,72,0,2600
47301,1.337191,103.741942,130,4,2600
47302,1.396272,103.914538,97,3,3150
47303,1.306348,103.760538,35,4,1600
47304,1.42548,103.844279,146,2,3700
47305,1.334334,103.917713,62,1,1900
47306,1.364086,103.856692,31,3,2600
47307,1.325031,103.903282,48,0,2850
47308,1.322542,103.737561,121,4,2600
47309,1.375025,103.871075,109,3,2600
47310,1.37174,103.899,67,3,2100
47311,1.342874,103.959205,111,1,3150
47312,1.45038,103.822062,0,2,2250
47313,1.282955,103.827983,127,0,3800
47314,1.374681,103.94385,90,1,2600
47315,1.372949,103.899211,67,3,4700
47316,1.289518,103.828467,24,0,4300
47317,1.342031,103.706781,61,4,2350
47318,1.34963,103.948635,117,1,2350
47319,1.379345,103.771223,7,4,2300
47320,1.3348,103.854155,16,0,3050
47321,1.346483,103.872494,134,3,2850
47322,1.306792,103.794899,53,0,2950
47323,1.345502,103.853444,13,0,3450
47324,1.290911,103.803121,84,0,2100
47325,1.328617,103.937787,8,1,1800
47326,1.276622,103.841156,28,0,3250
47327,1.406404,103.905958,98,3,2850
47328,1.360314,103.951591,117,1,2300
47329,1.357135,103.952252,117,1,3350
47330,1.350676,103.720022,54,4,3150
47331,1.437743,103.791172,85,2,2200
47332,1.338531,103.701545,61,4,4400
47333,1.372695,103.872857,109,3,3050
47334,1.336687,103.738059,149,4,2850
47335,1.31032,103.760412,33,4,2500
47336,1.307036,103.784633,41,0,2100
47337,1.336008,103.863021,96,0,2300
47338,1.400986,103.895675,83,3,1900
47339,1.400947,103.900708,83,3,2500
47340,1.397018,103.897535,105,3,2450
47341,1.372143,103.872737,109,3,3150
47342,1.307825,103.80063,37,0,2400
47343,1.356499,103.888673,77,3,2550
47344,1.344427,103.698194,151,4,2200
47345,1.359042,103.934383,118,1,2250
47346,1.378184,103.771291,7,4,3150
47347,1.435982,103.78193,142,2,2100
47348,1.390529,103.905609,100,3,3400
47349,1.393747,103.914002,97,3,3700
47350,1.305724,103.912531,81,0,2300
47351,1.432104,103.796491,141,2,2600
47352,1.342617,103.856455,76,0,1900
47353,1.345353,103.70496,61,4,3500
47354,1.322654,103.868227,47,0,2400
47355,1.345251,103.758361,22,4,2600
47356,1.36885,103.844565,110,3,2500
47357,1.350938,103.868683,107,3,2800
47358,1.332908,103.866169,96,0,3050
47359,1.325227,103.8994,66,0,2500
47360,1.331434,103.845119,128,0,3150
47361,1.383177,103.902597,100,3,2100
47362,1.343453,103.754788,22,4,2350
47363,1.340961,103.747454,130,4,2400
47364,1.434138,103.82702,148,2,1600
47365,1.323348,103.932874,10,1,1600
47366,1.395108,103.891456,4,3,2200
47367,1.320369,103.868341,47,0,1650
47368,1.435028,103.828135,148,2,2600
47369,1.333356,103.848866,128,0,2300
47370,1.271747,103.822508,124,0,2950
47371,1.279837,103.824758,65,0,2100
47372,1.408701,103.901327,98,3,3050
47373,1.385021,103.764558,101,4,3900
47374,1.350827,103.73042,150,4,2500
47375,1.333889,103.723306,116,4,1900
47376,1.361323,103.95747,117,1,2300
47377,1.289369,103.821538,52,0,4200
47378,1.349491,103.722545,54,4,2300
47379,1.375841,103.737757,95,4,2100
47380,1.368804,103.841618,110,3,1600
47381,1.345564,103.743822,23,4,1600
47382,1.341229,103.694394,151,4,2100
47383,1.430057,103.77944,139,2,4200
47384,1.390762,103.905196,100,3,2750
47385,1.32842,103.927483,8,1,2500
47386,1.327607,103.85986,6,0,2350
47387,1.400209,103.751271,143,4,1900
47388,1.449921,103.813674,104,2,2100
47389,1.304886,103.799182,37,0,2100
47390,1.343188,103.736786,149,4,2300
47391,1.38872,103.906869,100,3,2400
47392,1.379395,103.839157,144,3,2000
47393,1.354251,103.934477,118,1,3550
47394,1.361022,103.958601,117,1,2100
47395,1.303178,103.911807,81,0,2000
47396,1.357007,103.934099,118,1,2500
47397,1.338514,103.721678,116,4,2150
47398,1.330051,103.924118,8,1,3700
47399,1.415818,103.833983,147,2,1900
47400,1.30369,103.863576,39,0,3700
47401,1.332472,103.93486,8,1,1700
47402,1.338669,103.740293,149,4,3100
47403,1.284587,103.82436,52,0,3350
47404,1.314021,103.762741,33,4,3500
47405,1.396973,103.910425,97,3,2750
47406,1.397981,103.900072,105,3,2000
47407,1.336891,103.696639,61,4,2550
47408,1.392466,103.873208,45,3,1600
47409,1.333962,103.915599,62,1,1700
47410,1.305444,103.781869,41,0,2850
47411,1.335973,103.694568,151,4,3150
47412,1.303154,103.761944,35,4,2850
47413,1.374011,103.771282,59,4,2950
47414,1.374218,103.745468,68,4,2950
47415,1.374556,103.946879,90,1,5250
47416,1.352664,103.704448,138,4,1900
47417,1.400678,103.751377,143,4,3550
47418,1.346049,103.694422,151,4,2950
47419,1.391007,103.879607,45,3,2400
47420,1.38836,103.893143,105,3,2950
47421,1.36759,103.950282,90,1,2400
47422,1.403043,103.74559,143,4,2300
47423,1.432967,103.836238,88,2,1800
47424,1.403964,103.750566,143,4,2050
47425,1.431369,103.828893,148,2,1700
47426,1.340961,103.747454,130,4,2500
47427,1.353945,103.932199,118,1,3700
47428,1.377987,103.755188,122,4,1600
47429,1.369312,103.854551,31,3,2950
47430,1.387856,103.894681,105,3,3150
47431,1.373876,103.875173,109,3,3500
47432,1.347918,103.84875,13,0,2050
47433,1.343402,103.759189,22,4,2400
47434,1.336427,103.856608,94,0,1700
47435,1.384542,103.767684,101,4,1900
47436,1.41537,103.836074,147,2,3950
47437,1.335999,103.936275,9,1,2950
47438,1.342653,103.739977,149,4,2500
47439,1.378803,103.890374,58,3,2300
47440,1.377219,103.880282,132,3,2500
47441,1.307434,103.792898,53,0,2400
47442,1.42603,103.834266,148,2,2150
47443,1.3567,103.752306,51,4,1800
47444,1.324306,103.921625,70,1,2350
47445,1.426569,103.833243,148,2,3150
47446,1.354168,103.951862,117,1,2500
47447,1.390699,103.907209,100,3,2350
47448,1.367099,103.896979,67,3,2400
47449,1.323323,103.866399,12,0,2100
47450,1.357983,103.750736,55,4,1600
47451,1.37252,103.897006,57,3,2850
47452,1.335013,103.851778,16,0,1900
47453,1.336549,103.704583,61,4,2500
47454,1.448679,103.800771,140,2,1600
47455,1.352221,103.75398,51,4,2100
47456,1.345351,103.960121,111,1,3800
47457,1.29013,103.828914,24,0,3150
47458,1.334269,103.926542,8,1,3550
47459,1.352157,103.935923,118,1,1800
47460,1.383239,103.89396,38,3,2750
47461,1.342275,103.84805,129,0,2150
47462,1.344635,103.734447,150,4,2500
47463,1.351274,103.758871,21,4,3150
47464,1.340784,103.697876,61,4,4100
47465,1.388764,103.876212,45,3,3150
47466,1.343725,103.700939,61,4,3700
47467,1.339206,103.703397,61,4,2750
47468,1.303706,103.911445,81,0,2100
47469,1.276081,103.82084,125,0,2500
47470,1.280402,103.829279,126,0,2300
47471,1.368304,103.873673,108,3,4000
47472,1.355618,103.962258,117,1,3350
47473,1.330434,103.937482,8,1,3250
47474,1.346325,103.935009,118,1,1850
47475,1.334556,103.857191,94,0,2200
47476,1.402486,103.916751,137,3,2750
47477,1.374884,103.745409,68,4,3150
47478,1.337177,103.852543,16,0,3150
47479,1.32128,103.854938,6,0,1900
47480,1.387262,103.893008,105,3,2100
47481,1.392138,103.872491,45,3,2050
47482,1.382845,103.743157,29,4,3700
47483,1.351443,103.879513,77,3,2150
47484,1.327979,103.925805,70,1,1850
47485,1.356985,103.935335,118,1,3150
47486,1.421036,103.832063,71,2,2400
47487,1.282364,103.843448,28,0,4100
47488,1.354628,103.867069,107,3,2300
47489,1.382199,103.841212,144,3,1900
47490,1.367779,103.960766,91,1,2400
47491,1.343608,103.713869,15,4,2500
47492,1.360012,103.933044,118,1,3800
47493,1.276756,103.808525,123,0,3800
47494,1.31442,103.766613,34,4,1800
47495,1.363453,103.834215,135,0,1900
47496,1.353569,103.888706,77,3,2100
47497,1.326655,103.886119,79,0,1400
47498,1.36299,103.890464,77,3,2000
47499,1.437395,103.831939,148,2,2100
47500,1.362682,103.890391,77,3,2600
47501,1.392968,103.911962,97,3,2050
47502,1.431164,103.781135,139,2,2350
