rent_approval_date,town,block,flat_type,flat_model,floor_area_sqm,lease_commence_date,latitude,longitude,subzone,region,monthly_rent
7,2867.0494084899096,142,5,5,121.0,22,1.345502,103.853444,13,0,3450
0,2840.4328578455484,170,3,5,60.0,4,1.290911,103.803121,84,0,2100
8,2438.2272228320526,122,3,10,67.0,12,1.328617,103.937787,8,1,1800
17,3153.6585365853657,1,4,17,95.0,45,1.276622,103.841156,28,0,3250
1,2665.555555555556,306,4,11,97.0,46,1.406404,103.905958,98,3,2850
5,2638.489122639254,438,4,7,108.0,19,1.360314,103.951591,117,1,2300
22,2638.489122639254,450,5,7,135.0,30,1.357135,103.952252,117,1,3350
22,2640.890550645819,456,4,10,93.0,19,1.350676,103.720022,54,4,3150
15,2466.2982514021774,891,5,5,118.0,30,1.437743,103.791172,85,2,2200
30,2640.890550645819,663,4,7,91.0,34,1.338531,103.701545,61,4,4400
16,2646.150885296382,524,5,5,122.0,26,1.372695,103.872857,109,3,3050
1,2595.146198830409,103,5,5,120.0,16,1.336687,103.738059,149,4,2850
9,2646.8089788732395,511,4,10,91.0,12,1.31032,103.760412,33,4,2500
25,2840.4328578455484,21,3,5,65.0,10,1.307036,103.784633,41,0,2100
30,2516.6805151641047,117,3,10,67.0,18,1.336008,103.863021,96,0,2300
18,2665.555555555556,221,3,7,68.0,52,1.400986,103.895675,83,3,1900
1,2665.555555555556,207,5,5,112.0,48,1.400947,103.900708,83,3,2500
5,2622.233325006245,290,5,5,110.0,35,1.397018,103.897535,105,3,2450
26,2646.150885296382,525,6,6,156.0,26,1.372143,103.872737,109,3,3150
12,2840.4328578455484,102,3,15,55.0,4,1.307825,103.80063,37,0,2400
6,2503.2528856243443,237,6,6,150.0,18,1.356499,103.888673,77,3,2550
1,2640.890550645819,723,4,7,111.0,24,1.344427,103.698194,151,4,2200
15,2638.489122639254,736,4,7,100.0,31,1.359042,103.934383,118,1,2250
23,2493.746110765401,235,5,5,127.0,22,1.378184,103.771291,7,4,3150
30,2466.2982514021774,101,3,10,67.0,19,1.435982,103.78193,142,2,2100
30,2622.233325006245,147,6,3,140.0,33,1.390529,103.905609,100,3,3400
25,2665.555555555556,168,4,7,92.0,48,1.393747,103.914002,97,3,3700
16,2585.947712418301,47,3,5,65.0,9,1.305724,103.912531,81,0,2300
14,2466.2982514021774,554,4,9,90.0,33,1.432104,103.796491,141,2,2600
1,2516.6805151641047,220,4,5,82.0,10,1.342617,103.856455,76,0,1900
16,2640.890550645819,677,5,11,110.0,42,1.345353,103.70496,61,4,3500
4,2665.537634408602,59,4,7,102.0,32,1.322654,103.868227,47,0,2400
7,2446.109123434705,288,5,5,122.0,32,1.345251,103.758361,22,4,2600
18,2416.7000572409847,201,4,10,81.0,11,1.36885,103.844565,110,3,2500
10,2646.150885296382,325,4,7,104.0,20,1.350938,103.868683,107,3,2800
17,2516.6805151641047,143,4,7,104.0,18,1.332908,103.866169,96,0,3050
7,2484.2657342657344,352,4,7,104.0,23,1.325227,103.8994,66,0,2500
28,2516.6805151641047,158,3,5,65.0,6,1.331434,103.845119,128,0,3150
12,2622.233325006245,117,4,7,95.0,34,1.383177,103.902597,100,3,2100
23,2446.109123434705,291,4,7,102.0,32,1.343453,103.754788,22,4,2350
8,2595.146198830409,276,5,5,121.0,32,1.340961,103.747454,130,4,2400
8,2398.090586145648,114,3,7,77.0,17,1.434138,103.82702,148,2,1600
1,2438.2272228320526,23,3,10,73.0,11,1.323348,103.932874,10,1,1600
5,2622.233325006245,332,4,7,92.0,49,1.395108,103.891456,4,3,2200
1,2665.537634408602,64,3,5,76.0,8,1.320369,103.868341,47,0,1650
19,2398.090586145648,116,4,7,104.0,17,1.435028,103.828135,148,2,2600
0,2516.6805151641047,183,3,5,67.0,6,1.333356,103.848866,128,0,2300
6,2904.1139240506327,39,5,15,117.0,10,1.271747,103.822508,124,0,2950
26,2904.1139240506327,107,3,15,63.0,4,1.279837,103.824758,65,0,2100
12,2665.555555555556,310,5,11,112.0,50,1.408701,103.901327,98,3,3050
25,2493.746110765401,532,6,3,142.0,33,1.385021,103.764558,101,4,3900
9,2595.146198830409,331,4,7,104.0,19,1.350827,103.73042,150,4,2500
7,2640.890550645819,111,3,5,68.0,4,1.333889,103.723306,116,4,1900
1,2638.489122639254,489,5,5,126.0,27,1.361323,103.95747,117,1,2300
28,2904.1139240506327,104,4,15,74.0,4,1.289369,103.821538,52,0,4200
12,2640.890550645819,467,5,5,121.0,19,1.349491,103.722545,54,4,2300
15,2502.5743977326406,483,4,7,102.0,33,1.375841,103.737757,95,4,2100
12,2416.7000572409847,212,3,10,67.0,11,1.368804,103.841618,110,3,1600
21,2446.109123434705,182,3,10,67.0,18,1.345564,103.743822,23,4,1600
16,2640.890550645819,706,4,7,109.0,29,1.341229,103.694394,151,4,2100
15,2466.2982514021774,328,6,3,163.0,28,1.430057,103.77944,139,2,4200
8,2622.233325006245,148,5,5,122.0,33,1.390762,103.905196,100,3,2750
9,2438.2272228320526,424,3,10,67.0,13,1.32842,103.927483,8,1,2500
5,2665.537634408602,19,4,7,85.0,38,1.327607,103.85986,6,0,2350
4,2502.5743977326406,692,5,5,110.0,37,1.400209,103.751271,143,4,1900
12,2540.491009681881,469,4,11,102.0,35,1.449921,103.813674,104,2,2100
4,2840.4328578455484,88,3,15,69.0,1,1.304886,103.799182,37,0,2100
12,2595.146198830409,253,3,7,77.0,19,1.343188,103.736786,149,4,2300
11,2622.233325006245,158,5,11,110.0,37,1.38872,103.906869,100,3,2400
11,2416.7000572409847,610,3,10,68.0,14,1.379395,103.839157,144,3,2000
24,2638.489122639254,866,4,7,103.0,23,1.354251,103.934477,118,1,3550
3,2638.489122639254,498,4,11,106.0,31,1.361022,103.958601,117,1,2100
0,2585.947712418301,32,3,5,76.0,9,1.303178,103.911807,81,0,2000
20,2638.489122639254,731,4,7,103.0,31,1.357007,103.934099,118,1,2500
3,2640.890550645819,339,4,7,89.0,46,1.338514,103.721678,116,4,2150
26,2438.2272228320526,545,3,10,82.0,14,1.330051,103.924118,8,1,3700
7,2398.090586145648,839,3,7,73.0,21,1.415818,103.833983,147,2,1900
22,2665.537634408602,17,4,5,77.0,9,1.30369,103.863576,39,0,3700
3,2438.2272228320526,110,3,10,67.0,11,1.332472,103.93486,8,1,1700
20,2595.146198830409,211,3,10,67.0,17,1.338669,103.740293,149,4,3100
24,2904.1139240506327,130,3,5,76.0,7,1.284587,103.82436,52,0,3350
24,2646.8089788732395,432,3,10,82.0,12,1.314021,103.762741,33,4,3500
27,2665.555555555556,174,5,5,110.0,38,1.396973,103.910425,97,3,2750
0,2622.233325006245,295,5,5,110.0,36,1.397981,103.900072,105,3,2000
20,2640.890550645819,653,5,5,110.0,36,1.336891,103.696639,61,4,2550
7,2622.233325006245,447,2,0,47.0,47,1.392466,103.873208,45,3,1600
6,2438.2272228320526,627,4,10,91.0,15,1.333962,103.915599,62,1,1700
1,2840.4328578455484,28,4,7,95.0,46,1.305444,103.781869,41,0,2850
17,2640.890550645819,989,5,11,110.0,42,1.335973,103.694568,151,4,3150
11,2646.8089788732395,715,4,10,91.0,15,1.303154,103.761944,35,4,2850
3,2493.746110765401,130,6,3,142.0,22,1.374011,103.771282,59,4,2950
7,2502.5743977326406,810,5,5,113.0,51,1.374218,103.745468,68,4,2950
27,2686.857476635514,580,6,3,148.0,29,1.374556,103.946879,90,1,5250
25,2640.890550645819,276,5,5,111.0,36,1.352664,103.704448,138,4,1900
22,2502.5743977326406,692,4,7,90.0,37,1.400678,103.751377,143,4,3550
18,2640.890550645819,826,4,7,104.0,24,1.346049,103.694422,151,4,2950
14,2622.233325006245,418,2,7,38.0,52,1.391007,103.879607,45,3,2400
12,2622.233325006245,202,6,3,130.0,35,1.38836,103.893143,105,3,2950
3,2686.857476635514,562,4,7,104.0,27,1.36759,103.950282,90,1,2400
6,2502.5743977326406,681,6,11,144.0,33,1.403043,103.74559,143,4,2300
11,2398.090586145648,218,3,10,68.0,19,1.432967,103.836238,88,2,1800
10,2502.5743977326406,688,5,5,110.0,36,1.403964,103.750566,143,4,2050
9,2398.090586145648,103,3,10,67.0,19,1.431369,103.828893,148,2,1700
18,2595.146198830409,276,5,5,121.0,32,1.340961,103.747454,130,4,2500
28,2638.489122639254,873,4,7,104.0,22,1.353945,103.932199,118,1,3700
5,2502.5743977326406,25,4,10,92.0,13,1.377987,103.755188,122,4,1600
30,2416.7000572409847,427,4,10,92.0,12,1.369312,103.854551,31,3,2950
10,2622.233325006245,204,5,5,110.0,34,1.387856,103.894681,105,3,3150
22,2646.150885296382,536,5,5,121.0,26,1.373876,103.875173,109,3,3500
12,2867.0494084899096,115,3,14,64.0,20,1.347918,103.84875,13,0,2050
5,2446.109123434705,289,5,5,119.0,31,1.343402,103.759189,22,4,2400
10,2516.6805151641047,17,3,5,77.0,5,1.336427,103.856608,94,0,1700
11,2493.746110765401,505,5,5,122.0,32,1.384542,103.767684,101,4,1900
22,2398.090586145648,874,5,5,127.0,22,1.41537,103.836074,147,2,3950
13,2438.2272228320526,766,4,11,105.0,34,1.335999,103.936275,9,1,2950
9,2595.146198830409,250,4,10,94.0,20,1.342653,103.739977,149,4,2500
7,2503.2528856243443,552,5,5,121.0,24,1.378803,103.890374,58,3,2300
5,2503.2528856243443,976,4,7,101.0,33,1.377219,103.880282,132,3,2500
1,2840.4328578455484,43,3,5,59.0,9,1.307434,103.792898,53,0,2400
12,2398.090586145648,758,5,5,122.0,20,1.42603,103.834266,148,2,2150
12,2446.109123434705,523,3,5,69.0,21,1.3567,103.752306,51,4,1800
15,2438.2272228320526,805,5,5,128.0,27,1.324306,103.921625,70,1,2350
26,2398.090586145648,756,4,14,84.0,19,1.426569,103.833243,148,2,3150
7,2638.489122639254,217,4,10,92.0,20,1.354168,103.951862,117,1,2500
13,2622.233325006245,155,5,5,110.0,39,1.390699,103.907209,100,3,2350
4,2503.2528856243443,322,4,10,94.0,17,1.367099,103.896979,67,3,2400
5,2665.537634408602,48,6,3,146.0,28,1.323323,103.866399,12,0,2100
8,2446.109123434705,374,3,14,64.0,22,1.357983,103.750736,55,4,1600
16,2503.2528856243443,466,5,5,124.0,26,1.37252,103.897006,57,3,2850
27,2516.6805151641047,66,3,15,64.0,3,1.335013,103.851778,16,0,1900
3,2640.890550645819,661,5,5,110.0,35,1.336549,103.704583,61,4,2500
25,2466.2982514021774,780,2,7,47.0,49,1.448679,103.800771,140,2,1600
11,2446.109123434705,507,3,5,60.0,21,1.352221,103.75398,51,4,2100
26,2638.489122639254,161,5,5,122.0,23,1.345351,103.960121,111,1,3800
17,2904.1139240506327,56,4,7,94.0,47,1.29013,103.828914,24,0,3150
27,2438.2272228320526,529,4,10,92.0,13,1.334269,103.926542,8,1,3550
8,2638.489122639254,846,3,7,74.0,20,1.352157,103.935923,118,1,1800
17,2622.233325006245,275,4,11,90.0,43,1.383239,103.89396,38,3,2750
14,2516.6805151641047,205,3,5,65.0,7,1.342275,103.84805,129,0,2150
0,2595.146198830409,302,3,10,67.0,17,1.344635,103.734447,150,4,2500
30,2446.109123434705,258,4,7,103.0,19,1.351274,103.758871,21,4,3150
24,2640.890550645819,624,5,5,110.0,35,1.340784,103.697876,61,4,4100
26,2622.233325006245,408,4,11,95.0,38,1.388764,103.876212,45,3,3150
27,2640.890550645819,672,5,5,111.0,36,1.343725,103.700939,61,4,3700
0,2640.890550645819,664,5,5,110.0,34,1.339206,103.703397,61,4,2750
11,2585.947712418301,31,3,5,65.0,9,1.303706,103.911445,81,0,2100
4,2904.1139240506327,23,4,5,82.0,9,1.276081,103.82084,125,0,2500
16,2904.1139240506327,130,3,5,65.0,10,1.280402,103.829279,126,0,2300
21,2646.150885296382,148,6,6,151.0,21,1.368304,103.873673,108,3,4000
13,2638.489122639254,360,5,5,121.0,30,1.355618,103.962258,117,1,3350
25,2438.2272228320526,118,5,15,123.0,12,1.330434,103.937482,8,1,3250
12,2638.489122639254,899,3,7,74.0,22,1.346325,103.935009,118,1,1850
17,2516.6805151641047,23,3,5,67.0,4,1.334556,103.857191,94,0,2200
18,2665.555555555556,661,4,11,92.0,51,1.402486,103.916751,137,3,2750
23,2502.5743977326406,808,4,7,92.0,51,1.374884,103.745409,68,4,3150
15,2516.6805151641047,50,5,5,124.0,27,1.337177,103.852543,16,0,3150
6,2665.537634408602,97,3,5,75.0,14,1.32128,103.854938,6,0,1900
5,2622.233325006245,200,4,7,90.0,35,1.387262,103.893008,105,3,2100
0,2622.233325006245,447,3,7,67.0,47,1.392138,103.872491,45,3,2050
24,2502.5743977326406,352,4,7,106.0,27,1.382845,103.743157,29,4,3700
0,2503.2528856243443,159,4,7,103.0,32,1.351443,103.879513,77,3,2150
11,2438.2272228320526,42,3,10,67.0,19,1.327979,103.925805,70,1,1850
27,2638.489122639254,725,4,7,100.0,31,1.356985,103.935335,118,1,3150
23,2398.090586145648,787,4,14,104.0,22,1.421036,103.832063,71,2,2400
29,3153.6585365853657,335,4,5,85.0,18,1.282364,103.843448,28,0,4100
6,2646.150885296382,307,4,10,91.0,19,1.354628,103.867069,107,3,2300
0,2416.7000572409847,625,3,10,68.0,14,1.382199,103.841212,144,3,1900
0,2686.857476635514,212,5,5,128.0,27,1.367779,103.960766,91,1,2400
1,2640.890550645819,197,5,5,113.0,49,1.343608,103.713869,15,4,2500
29,2638.489122639254,741,5,5,122.0,31,1.360012,103.933044,118,1,3800
28,2904.1139240506327,86,4,7,90.0,37,1.276756,103.808525,123,0,3800
25,2646.8089788732395,326,3,10,67.0,12,1.31442,103.766613,34,4,1800
3,2867.0494084899096,407,3,14,64.0,20,1.363453,103.834215,135,0,1900
21,2503.2528856243443,113,3,10,66.0,16,1.353569,103.888706,77,3,2100
6,2484.2657342657344,44,3,15,52.0,5,1.326655,103.886119,79,0,1400
10,2503.2528856243443,372,4,7,101.0,33,1.36299,103.890464,77,3,2000
19,2398.090586145648,174,5,5,121.0,21,1.437395,103.831939,148,2,2100
9,2503.2528856243443,373,4,7,100.0,34,1.362682,103.890391,77,3,2600
12,2665.555555555556,128,5,5,110.0,37,1.392968,103.911962,97,3,2050
5,2466.2982514021774,340,6,3,176.0,29,1.431164,103.781135,139,2,2350
13,2665.555555555556,109,5,5,110.0,37,1.39553,103.90886,97,3,2200
29,2622.233325006245,408,5,11,112.0,39,1.389245,103.876556,45,3,3450
3,3153.6585365853657,271,3,5,68.0,13,1.300933,103.853991,136,0,2200
27,2438.2272228320526,33,3,10,73.0,12,1.322837,103.939125,10,1,2950
8,2446.109123434705,539,3,7,73.0,21,1.354765,103.750885,51,4,1650
5,2484.2657342657344,52,2,15,42.0,3,1.324209,103.885467,79,0,1050
17,2398.090586145648,770,5,5,122.0,20,1.424486,103.832251,148,2,3150
14,2640.890550645819,518,4,7,104.0,18,1.345087,103.717978,54,4,2400
9,2640.890550645819,161,6,3,147.0,31,1.32958,103.721494,116,4,2400
13,2638.489122639254,264,3,7,74.0,18,1.352805,103.951146,117,1,2050
1,2638.489122639254,281,3,7,74.0,18,1.347177,103.952587,117,1,2050
21,2595.146198830409,266,4,7,101.0,32,1.341341,103.744343,130,4,2100
20,2904.1139240506327,132,3,5,59.0,9,1.278738,103.828304,65,0,2750
13,2493.746110765401,155,6,3,141.0,32,1.375315,103.765029,59,4,2400
9,2398.090586145648,172,3,14,64.0,22,1.436601,103.831091,148,2,1700
3,2416.7000572409847,413,4,10,92.0,13,1.363526,103.853675,31,3,2200
18,2640.890550645819,987,5,11,112.0,42,1.336524,103.694494,151,4,3450
16,2640.890550645819,671,6,3,125.0,36,1.343972,103.702308,61,4,3350
23,3153.6585365853657,1,4,17,93.0,45,1.27692,103.841486,28,0,4450
26,2416.7000572409847,560,3,10,67.0,14,1.370816,103.859192,26,3,2100
1,2502.5743977326406,512,5,7,134.0,28,1.389576,103.741058,30,4,2000
10,2446.109123434705,316,4,10,93.0,20,1.360577,103.746834,55,4,3250
21,2398.090586145648,167,4,14,84.0,21,1.436613,103.832357,148,2,2600
26,2466.2982514021774,689,4,11,90.0,38,1.444386,103.807925,140,2,3550
14,2646.8089788732395,320,3,10,67.0,13,1.316901,103.765311,34,4,1900
7,2622.233325006245,225,6,3,141.0,33,1.388354,103.898838,105,3,2000
7,2640.890550645819,654,5,5,110.0,36,1.336124,103.69829,61,4,2750
13,2466.2982514021774,401,4,7,106.0,29,1.430449,103.772774,139,2,2300
12,2446.109123434705,134,3,10,68.0,18,1.351591,103.74451,23,4,1900
28,2503.2528856243443,308,3,10,67.0,17,1.366809,103.895756,67,3,2300
24,2595.146198830409,332,4,7,106.0,19,1.351591,103.730196,150,4,900
28,2502.5743977326406,754,6,3,152.0,29,1.392298,103.746603,30,4,3150
20,2493.746110765401,416,4,14,84.0,22,1.383197,103.768454,43,4,3150
17,2622.233325006245,157,5,11,110.0,37,1.387631,103.908233,100,3,2200
23,2416.7000572409847,182,3,10,68.0,15,1.377339,103.836472,69,3,3350
1,2638.489122639254,241,3,7,74.0,19,1.354615,103.947117,117,1,1900
18,2840.4328578455484,89,3,15,60.0,1,1.305378,103.799324,37,0,2100
1,2416.7000572409847,612,4,10,91.0,14,1.378908,103.838603,144,3,1800
28,2622.233325006245,226,5,5,115.0,33,1.387712,103.899302,105,3,3450
14,2398.090586145648,784,3,7,74.0,21,1.421856,103.833859,71,2,2500
5,2398.090586145648,165,4,7,103.0,22,1.435772,103.831784,148,2,1800
23,2646.8089788732395,354,3,10,82.0,13,1.31353,103.77086,34,4,3150
15,2904.1139240506327,16,3,5,65.0,9,1.278054,103.821505,125,0,2400
10,2516.6805151641047,195,3,5,66.0,7,1.330293,103.859166,72,0,1900
12,2502.5743977326406,701,4,7,109.0,29,1.391654,103.746221,30,4,2850
19,2438.2272228320526,45,3,10,68.0,14,1.32862,103.924497,70,1,2600
1,2640.890550645819,208,3,5,65.0,10,1.347004,103.714216,15,4,2000
15,2646.8089788732395,327,3,10,67.0,12,1.313979,103.766559,34,4,2600
15,2502.5743977326406,683,4,7,90.0,36,1.404679,103.746315,143,4,2050
8,2646.8089788732395,611,3,7,74.0,17,1.303697,103.769477,36,4,2000
13,2686.857476635514,723,4,7,112.0,30,1.380681,103.936596,92,1,2750
26,2686.857476635514,543,6,3,144.0,26,1.369054,103.951497,90,1,4700
18,2446.109123434705,289,6,3,144.0,31,1.34449,103.760517,22,4,2600
29,2867.0494084899096,235,4,7,105.0,26,1.358588,103.846536,82,0,5250
24,2622.233325006245,301,5,5,110.0,35,1.389307,103.891098,4,3,3050
1,2502.5743977326406,433,4,7,104.0,27,1.384931,103.741772,95,4,2100
8,2840.4328578455484,10,4,5,88.0,9,1.30815,103.794275,53,0,2400
3,2640.890550645819,975,4,7,105.0,23,1.340241,103.69355,151,4,2500
20,2622.233325006245,302,6,3,130.0,35,1.38808,103.890153,4,3,2800
11,2438.2272228320526,74,3,5,59.0,12,1.327512,103.94222,8,1,1750
11,2416.7000572409847,523,3,10,68.0,14,1.372942,103.852866,26,3,2100
1,2640.890550645819,347,4,7,101.0,31,1.340499,103.720198,116,4,2400
3,2398.090586145648,790,4,14,84.0,21,1.42,103.833795,71,2,2100
8,2516.6805151641047,236,6,6,146.0,20,1.340274,103.852085,17,0,2600
11,2665.537634408602,82,3,5,66.0,8,1.323874,103.856483,6,0,2100
4,2493.746110765401,470,5,11,110.0,36,1.388416,103.773264,43,4,2100
4,2638.489122639254,497,5,11,130.0,30,1.360346,103.959717,117,1,2950
0,2540.491009681881,314,4,9,90.0,33,1.443699,103.821192,102,2,1800
18,2646.8089788732395,340,5,5,121.0,13,1.318729,103.770071,34,4,3700
14,2503.2528856243443,699,4,7,100.0,32,1.376441,103.888527,58,3,2950
21,2484.2657342657344,108,3,10,68.0,15,1.319175,103.885322,2,0,2950
8,2438.2272228320526,665,6,6,146.0,30,1.334135,103.90813,62,1,2850
7,2398.090586145648,796,5,5,121.0,21,1.41971,103.833448,71,2,2200
16,2484.2657342657344,318,4,14,84.0,19,1.328457,103.903275,66,0,2300
1,2686.857476635514,137,6,3,151.0,28,1.365159,103.957231,91,1,2300
15,2638.489122639254,386,5,7,135.0,27,1.354839,103.959153,117,1,2400
14,2646.8089788732395,510,3,10,67.0,12,1.310831,103.760796,33,4,3150
14,2840.4328578455484,91,4,7,90.0,42,1.300728,103.799417,119,0,3800
25,2484.2657342657344,122,4,10,91.0,16,1.31768,103.884972,2,0,4400
1,2493.746110765401,106,4,7,103.0,22,1.377902,103.767412,59,4,1600
6,2438.2272228320526,415,5,5,119.0,12,1.32965,103.930261,8,1,2850
15,2466.2982514021774,165,5,5,121.0,19,1.432972,103.774927,142,2,2600
13,2438.2272228320526,116,3,10,67.0,20,1.331038,103.908642,62,1,1700
3,2638.489122639254,711,5,5,119.0,31,1.358432,103.937036,118,1,2200
12,2503.2528856243443,973,5,5,116.0,33,1.377806,103.87972,132,3,1900
15,2516.6805151641047,202,4,5,87.0,7,1.341529,103.849589,17,0,3150
4,2686.857476635514,629,5,5,120.0,29,1.379007,103.940572,92,1,2200
17,2398.090586145648,821,5,5,122.0,21,1.413318,103.834144,147,2,3050
30,2466.2982514021774,785,5,5,113.0,52,1.44592,103.805862,140,2,3700
3,2638.489122639254,819,3,10,68.0,18,1.348396,103.936809,118,1,1900
12,2585.947712418301,74,4,5,82.0,10,1.303561,103.907032,81,0,2750
21,2646.8089788732395,315,4,10,91.0,13,1.31847,103.765419,34,4,3700
21,2665.555555555556,106,4,7,90.0,37,1.397367,103.907562,97,3,2600
10,2502.5743977326406,429,5,7,133.0,27,1.382743,103.740136,95,4,2500
19,2503.2528856243443,573,5,5,117.0,31,1.377557,103.887556,132,3,2200
0,2503.2528856243443,558,6,6,148.0,26,1.380495,103.889761,58,3,2400
4,2466.2982514021774,716,4,7,100.0,31,1.441508,103.799779,140,2,1700
16,2638.489122639254,724,5,5,123.0,31,1.356842,103.934951,118,1,2600
26,2438.2272228320526,202,3,10,82.0,13,1.325656,103.927991,8,1,2300
6,2503.2528856243443,564,6,3,144.0,26,1.380223,103.888553,58,3,2500
1,2646.150885296382,539,6,6,147.0,26,1.374962,103.872189,109,3,2450
15,2416.7000572409847,571,3,10,67.0,13,1.370055,103.854881,26,3,1750
7,2665.555555555556,302,4,11,93.0,45,1.404584,103.905199,98,3,2500
3,2640.890550645819,333,6,3,139.0,31,1.339527,103.723287,116,4,2300
20,2540.491009681881,340,5,11,110.0,35,1.447534,103.817892,102,2,2300
29,2595.146198830409,288,4,7,100.0,34,1.338936,103.742881,130,4,3800
25,2595.146198830409,286,4,7,104.0,33,1.339626,103.744469,130,4,3700
3,2640.890550645819,840,5,5,128.0,27,1.34402,103.692241,151,4,2400
26,2466.2982514021774,655,5,5,122.0,32,1.437414,103.798258,140,2,2750
3,2398.090586145648,816,4,7,103.0,22,1.411771,103.833368,147,2,2100
25,2622.233325006245,119,5,11,121.0,35,1.385306,103.90361,100,3,3150
12,2466.2982514021774,688,5,11,110.0,38,1.442825,103.807198,140,2,3250
22,2502.5743977326406,408,4,7,110.0,27,1.379914,103.740467,95,4,3750
13,2416.7000572409847,320,3,10,73.0,11,1.365592,103.848387,131,3,2150
14,2416.7000572409847,472,4,10,92.0,13,1.363144,103.858119,31,3,2350
22,2646.150885296382,227,4,10,92.0,18,1.356471,103.871127,108,3,2850
11,2638.489122639254,138,5,5,122.0,22,1.347218,103.956901,111,1,2250
27,2516.6805151641047,159,3,5,65.0,6,1.330745,103.845601,128,0,3350
16,2646.8089788732395,381,4,10,94.0,15,1.318555,103.768028,34,4,2500
23,2665.555555555556,101,5,5,110.0,36,1.39809,103.906569,97,3,2950
21,2638.489122639254,406,3,14,64.0,20,1.357829,103.945793,117,1,2400
11,2686.857476635514,534,6,3,147.0,26,1.370398,103.95086,90,1,2750
4,2665.537634408602,85,3,5,65.0,8,1.322789,103.856444,6,0,2200
29,2446.109123434705,221,6,3,141.0,19,1.347476,103.753691,20,4,4100
15,2840.4328578455484,11,3,5,65.0,9,1.309054,103.794063,53,0,2000
17,2398.090586145648,139,3,10,68.0,18,1.431656,103.831319,148,2,2850
5,2904.1139240506327,105,4,10,91.0,17,1.272483,103.824703,124,0,2400
29,2503.2528856243443,980,5,5,110.0,37,1.380493,103.88094,132,3,2500
26,2466.2982514021774,690,5,11,110.0,38,1.443296,103.808168,140,2,3150
16,2665.555555555556,647,4,11,90.0,39,1.398063,103.915453,137,3,1800
12,2622.233325006245,304,5,5,110.0,36,1.387892,103.888922,4,3,2000
9,2438.2272228320526,770,4,11,105.0,34,1.335925,103.938461,9,1,2400
1,2640.890550645819,978,4,7,105.0,23,1.340536,103.694077,151,4,2000
15,2665.537634408602,10,3,7,68.0,51,1.314991,103.860505,12,0,3000
10,2438.2272228320526,36,4,5,84.0,11,1.321633,103.938441,10,1,1900
24,2493.746110765401,528,6,3,142.0,33,1.385049,103.765543,101,4,2950
4,2638.489122639254,110,3,7,74.0,18,1.346947,103.949307,117,1,2100
22,2438.2272228320526,171,4,14,84.0,19,1.320897,103.945429,10,1,3700
0,2516.6805151641047,13,4,7,103.0,18,1.335704,103.879466,60,0,2350
14,2640.890550645819,511,3,7,74.0,18,1.347793,103.719591,54,4,2750
11,2904.1139240506327,75,4,7,100.0,39,1.288481,103.815879,99,0,2850
27,2640.890550645819,480,3,10,67.0,19,1.346848,103.724042,54,4,1900
11,2638.489122639254,883,3,7,74.0,22,1.351856,103.932939,118,1,2500
13,2484.2657342657344,19,3,5,65.0,11,1.324276,103.903205,48,0,1900
14,2503.2528856243443,237,6,6,150.0,18,1.356499,103.888673,77,3,2800
7,2398.090586145648,218,3,10,68.0,19,1.432967,103.836238,88,2,2200
6,2646.8089788732395,371,3,10,68.0,15,1.320575,103.768212,34,4,2100
1,2640.890550645819,622,5,5,110.0,35,1.340513,103.698882,61,4,2800
1,2904.1139240506327,104,4,15,74.0,4,1.289369,103.821538,52,0,2200
7,2466.2982514021774,661,5,5,122.0,32,1.43536,103.798834,140,2,2850
26,2503.2528856243443,623,3,5,69.0,19,1.370514,103.882324,58,3,1700
7,2638.489122639254,396,5,5,124.0,28,1.35567,103.956435,117,1,2500
20,2484.2657342657344,27,5,5,126.0,31,1.330308,103.886308,79,0,4400
26,2585.947712418301,64,3,5,68.0,10,1.302113,103.909481,81,0,3700
5,2466.2982514021774,682,4,11,105.0,34,1.440961,103.804727,140,2,1950
14,2640.890550645819,408,5,8,137.0,18,1.354786,103.722564,54,4,2100
20,2503.2528856243443,252,4,10,96.0,19,1.360165,103.892712,77,3,2950
30,2622.233325006245,438,3,7,69.0,45,1.392746,103.877422,45,3,3150
3,2665.537634408602,63,3,5,65.0,8,1.321,103.868321,47,0,2200
0,2904.1139240506327,22,5,5,110.0,37,1.284888,103.826445,127,0,3150
12,2516.6805151641047,96,3,5,68.0,4,1.338624,103.84838,17,0,2400
6,2640.890550645819,339,3,7,67.0,46,1.338757,103.722157,116,4,2100
20,2904.1139240506327,10,4,7,92.0,50,1.286358,103.829626,126,0,3150
3,2416.7000572409847,306,5,15,123.0,11,1.365726,103.845751,131,3,2950
1,2665.537634408602,102,5,5,118.0,15,1.327869,103.84421,6,0,2850
4,2665.555555555556,168,4,11,92.0,43,1.394589,103.914239,97,3,1900
11,2484.2657342657344,10,3,5,65.0,10,1.314846,103.895865,48,0,2200
8,2438.2272228320526,180,4,7,92.0,40,1.326713,103.940892,8,1,2350
15,2686.857476635514,142,2,0,55.0,28,1.363453,103.958902,91,1,2050
18,2840.4328578455484,56,5,5,110.0,36,1.293361,103.809857,80,0,4000
19,2466.2982514021774,573,4,7,93.0,52,1.430841,103.79777,141,2,2300
11,2904.1139240506327,78,3,5,65.0,16,1.291304,103.827448,24,0,2600
0,2502.5743977326406,692,5,5,110.0,37,1.400678,103.751377,143,4,1700
