index,flat_model,floor_area_sqm,lease_commence_date
56075,10,67.0,1980
56076,7,74.0,1987
56077,10,73.0,1979
56078,5,68.0,1972
56079,5,117.0,2012
56080,5,123.0,1986
56081,11,128.0,2003
56082,7,73.0,1987
56083,7,104.0,1984
56084,7,107.0,1993
56085,5,110.0,2003
56086,5,120.0,1982
56087,7,100.0,1997
56088,7,108.0,1988
56089,7,103.0,1984
56090,10,68.0,1986
56091,11,93.0,2010
56092,7,112.0,1992
56093,5,121.0,1987
56094,10,103.0,1986
56095,10,74.0,1978
56096,5,115.0,2005
56097,7,104.0,1988
56098,5,124.0,1996
56099,10,92.0,1976
56100,5,60.0,1970
56101,10,94.0,1985
56102,5,59.0,1975
56103,5,82.0,1975
56104,7,47.0,2015
56105,15,58.0,1969
56106,5,110.0,2002
56107,5,122.0,1988
56108,11,99.0,2013
56109,10,96.0,1983
56110,5,110.0,2000
56111,5,121.0,1987
56112,5,115.0,2005
56113,5,66.0,1970
56114,7,103.0,1988
56115,5,121.0,1986
56116,11,90.0,2004
56117,7,107.0,1993
56118,7,74.0,1983
56119,10,99.0,1985
56120,3,130.0,2001
56121,5,59.0,1978
56122,10,68.0,1980
56123,5,65.0,1976
56124,11,93.0,2014
56125,7,107.0,1996
56126,6,144.0,1996
56127,4,117.0,2012
56128,2,112.0,1967
56129,7,100.0,2000
56130,10,81.0,1978
56131,10,67.0,1979
56132,7,74.0,1984
56133,10,92.0,1981
56134,4,84.0,2014
56135,7,104.0,1987
56136,5,113.0,2016
56137,5,76.0,1975
56138,5,110.0,2003
56139,6,146.0,1987
56140,10,67.0,1986
56141,5,110.0,2002
56142,11,93.0,2008
56143,7,107.0,1996
56144,14,64.0,1986
56145,10,67.0,1983
56146,7,90.0,2001
56147,10,68.0,1981
56148,5,60.0,1970
56149,11,90.0,2009
56150,15,114.0,1979
56151,10,82.0,1982
56152,7,103.0,1992
56153,7,109.0,1995
56154,5,123.0,1999
56155,14,84.0,1986
56156,9,86.0,2001
56157,7,103.0,1987
56158,5,111.0,2003
56159,11,137.0,2001
56160,15,118.0,1977
56161,5,115.0,2000
56162,7,115.0,1984
56163,10,82.0,1978
56164,14,83.0,1986
56165,14,89.0,1985
56166,5,125.0,1978
56167,10,92.0,1976
56168,15,57.0,1973
56169,5,74.0,1978
56170,14,64.0,1987
56171,5,87.0,1979
56172,5,65.0,1972
56173,10,67.0,1980
56174,5,65.0,1972
56175,10,67.0,1985
56176,5,65.0,1976
56177,10,95.0,1990
56178,10,91.0,1985
56179,14,84.0,1985
56180,5,125.0,1997
56181,11,110.0,2008
56182,10,67.0,1985
56183,5,66.0,1981
56184,14,84.0,1993
56185,5,65.0,1975
56186,10,67.0,1984
56187,3,148.0,1997
56188,7,104.0,1989
56189,7,93.0,2018
56190,5,121.0,1987
56191,7,105.0,1996
56192,10,67.0,1979
56193,5,60.0,1980
56194,7,92.0,2015
56195,7,93.0,2013
56196,10,67.0,1986
56197,10,67.0,1978
56198,5,121.0,1987
56199,10,67.0,1985
56200,5,122.0,1988
56201,7,109.0,1996
56202,7,92.0,2014
56203,14,84.0,1988
56204,10,81.0,1978
56205,5,110.0,2002
56206,7,104.0,1993
56207,5,60.0,1987
56208,10,67.0,1984
56209,5,110.0,2000
56210,7,46.0,2015
56211,10,67.0,1976
56212,7,93.0,2019
56213,7,73.0,1985
56214,5,115.0,2000
56215,5,88.0,1975
56216,5,110.0,2003
56217,7,108.0,1996
56218,10,67.0,1976
56219,11,125.0,1999
56220,5,110.0,2003
56221,15,56.0,1969
56222,7,90.0,2001
56223,5,122.0,1998
56224,14,83.0,1988
56225,7,73.0,1984
56226,14,84.0,1986
56227,5,59.0,1975
56228,5,60.0,1970
56229,7,74.0,1988
56230,10,93.0,1980
56231,7,104.0,1988
56232,15,60.0,1971
56233,10,68.0,1982
56234,7,101.0,1997
56235,7,103.0,1992
56236,10,74.0,1979
56237,5,122.0,2000
56238,9,85.0,2001
56239,5,115.0,2013
56240,11,114.0,2003
56241,7,131.0,1992
56242,11,110.0,2001
56243,15,60.0,1967
56244,11,93.0,2015
56245,14,84.0,1985
56246,10,91.0,1981
56247,10,98.0,1983
56248,10,73.0,1978
56249,3,142.0,1997
56250,7,96.0,2015
56251,10,92.0,1979
56252,14,84.0,1985
56253,10,68.0,1977
56254,5,67.0,1970
56255,10,68.0,1980
56256,10,67.0,1980
56257,7,93.0,2016
56258,11,92.0,2008
56259,5,122.0,1997
56260,15,64.0,1968
56261,5,125.0,1996
56262,3,143.0,1993
56263,5,116.0,1999
56264,10,74.0,1979
56265,10,67.0,1978
56266,7,92.0,2015
56267,5,122.0,1986
56268,7,92.0,2006
56269,5,62.0,1970
56270,7,73.0,1988
56271,7,46.0,2014
56272,10,68.0,1979
56273,11,105.0,1999
56274,7,93.0,2011
56275,7,75.0,2003
56276,7,104.0,1985
56277,11,90.0,2009
56278,7,47.0,2019
56279,5,125.0,1995
56280,10,92.0,1978
56281,7,74.0,1984
56282,5,105.0,2002
56283,10,89.0,1983
56284,7,107.0,1992
56285,11,125.0,1999
56286,11,110.0,2004
56287,3,130.0,2001
56288,7,95.0,2014
56289,7,73.0,1987
56290,10,67.0,1977
56291,5,122.0,1997
56292,15,80.0,1970
56293,10,92.0,1978
56294,14,84.0,1993
56295,5,69.0,1970
56296,5,60.0,1970
56297,7,104.0,1984
56298,11,112.0,2015
56299,7,100.0,1998
56300,5,122.0,1986
56301,5,60.0,1985
56302,5,117.0,1974
56303,7,73.0,1983
56304,7,108.0,1982
56305,0,47.0,2014
56306,7,103.0,1984
56307,7,114.0,1995
56308,15,125.0,1976
56309,5,65.0,1982
56310,10,73.0,1978
56311,5,88.0,1975
56312,5,123.0,1989
56313,5,60.0,1985
56314,7,100.0,1998
56315,10,67.0,1984
56316,5,65.0,1975
56317,7,94.0,2010
56318,7,104.0,1993
56319,5,121.0,1985
56320,10,92.0,1979
56321,5,110.0,2001
56322,7,108.0,1995
56323,5,75.0,1974
56324,5,59.0,1977
56325,5,110.0,2003
56326,7,136.0,1984
56327,5,110.0,2001
56328,5,65.0,1975
56329,7,68.0,2016
56330,11,90.0,2008
56331,14,84.0,1989
56332,3,142.0,1987
56333,7,135.0,1996
56334,6,149.0,1985
56335,5,59.0,1978
56336,11,102.0,2001
56337,5,118.0,1982
56338,7,74.0,1988
56339,10,68.0,1985
56340,7,101.0,1997
56341,10,92.0,1979
56342,7,73.0,1983
56343,7,104.0,1989
56344,4,120.0,2011
56345,10,93.0,1981
56346,10,67.0,1985
56347,10,92.0,1978
56348,7,112.0,1992
56349,17,93.0,2011
56350,5,126.0,1996
56351,5,67.0,1970
56352,7,104.0,1989
56353,15,56.0,1969
56354,11,111.0,2006
56355,5,124.0,1993
56356,5,121.0,1998
56357,5,122.0,1999
56358,7,133.0,1992
56359,11,102.0,1998
56360,7,67.0,2014
56361,5,70.0,1978
56362,7,105.0,1985
56363,5,110.0,2001
56364,10,91.0,1982
56365,7,87.0,2010
56366,7,47.0,2012
56367,7,73.0,1988
56368,9,85.0,2000
56369,15,117.0,1976
56370,10,67.0,1983
56371,7,79.0,1983
56372,5,121.0,1998
56373,11,133.0,2001
56374,7,74.0,1985
56375,7,93.0,2016
56376,5,110.0,2001
56377,15,59.0,1970
56378,14,84.0,1987
56379,7,73.0,1985
56380,5,110.0,2001
56381,5,121.0,1998
56382,10,68.0,1981
56383,5,121.0,1990
56384,7,93.0,2015
56385,5,110.0,2001
56386,6,149.0,1985
56387,7,79.0,1982
56388,10,67.0,1986
56389,5,90.0,1977
56390,10,67.0,1976
56391,7,92.0,2012
56392,3,138.0,1997
56393,7,106.0,1996
56394,5,110.0,2002
56395,15,123.0,1977
56396,5,125.0,1996
56397,10,73.0,1978
56398,5,120.0,1999
56399,7,103.0,1990
56400,10,67.0,1978
56401,15,60.0,1967
56402,7,103.0,1987
56403,5,65.0,1976
56404,7,102.0,1999
56405,9,94.0,1999
56406,7,70.0,2012
56407,7,132.0,1994
56408,7,90.0,2000
56409,7,104.0,1988
56410,10,68.0,1981
56411,5,59.0,1975
56412,5,68.0,1970
56413,7,68.0,2018
56414,15,60.0,1969
56415,10,92.0,1979
56416,10,88.0,1978
56417,7,73.0,1984
56418,10,68.0,1979
56419,5,110.0,2001
56420,5,82.0,1980
56421,4,67.0,2014
56422,3,149.0,1995
56423,5,110.0,2000
56424,7,73.0,1988
56425,5,110.0,2006
56426,10,91.0,1980
56427,5,122.0,1988
56428,7,79.0,1984
56429,10,68.0,1979
56430,7,90.0,2003
56431,10,92.0,1981
56432,5,60.0,1986
56433,10,67.0,1986
56434,7,90.0,2003
56435,11,132.0,2000
56436,10,73.0,1977
56437,14,64.0,1988
56438,11,128.0,2003
56439,5,128.0,1996
56440,10,68.0,1981
56441,5,87.0,1973
56442,10,67.0,1978
56443,11,101.0,2001
56444,10,82.0,1985
56445,10,67.0,1986
56446,7,103.0,1984
56447,14,90.0,1996
56448,7,105.0,1989
56449,6,163.0,1987
56450,7,73.0,1984
56451,7,104.0,1996
56452,9,91.0,1998
56453,5,121.0,1996
56454,11,142.0,2000
56455,10,68.0,1981
56456,10,92.0,1979
56457,7,70.0,2011
56458,5,65.0,1974
56459,5,65.0,1975
56460,5,119.0,1996
56461,10,98.0,1978
56462,5,123.0,1986
56463,10,92.0,1979
56464,5,110.0,2001
56465,12,97.0,2016
56466,6,146.0,1986
56467,10,69.0,1985
56468,5,124.0,1995
56469,7,132.0,1996
56470,10,91.0,1985
56471,5,110.0,2003
56472,5,111.0,2015
56473,7,91.0,2003
56474,7,103.0,1997
56475,14,64.0,1988
56476,10,90.0,1982
56477,11,106.0,1997
56478,11,123.0,2000
56479,11,95.0,2004
56480,7,74.0,1984
56481,10,92.0,1979
56482,5,110.0,2003
56483,5,76.0,1974
56484,7,104.0,1985
56485,10,67.0,1985
56486,14,86.0,1987
56487,10,67.0,1983
56488,10,68.0,1979
56489,7,68.0,2017
56490,5,110.0,2003
56491,10,68.0,1980
56492,5,65.0,1968
56493,14,84.0,1985
56494,5,110.0,2003
56495,5,121.0,1987
56496,7,93.0,2017
56497,10,92.0,1976
56498,5,91.0,1974
56499,7,74.0,1984
56500,9,86.0,2002
56501,10,67.0,1981
56502,7,73.0,1984
56503,3,130.0,2001
56504,7,104.0,1984
56505,5,110.0,2004
56506,5,110.0,2001
56507,10,82.0,1982
56508,7,100.0,1998
56509,5,68.0,1978
56510,7,91.0,2000
56511,7,106.0,1984
56512,15,59.0,1967
56513,5,65.0,1977
56514,7,104.0,1987
56515,10,88.0,1978
56516,3,130.0,2001
56517,7,92.0,2017
56518,7,74.0,1984
56519,5,111.0,2003
56520,7,103.0,1985
56521,7,100.0,1997
56522,5,111.0,2000
56523,5,110.0,2001
56524,7,90.0,2008
56525,15,67.0,1970
56526,7,103.0,1988
56527,10,68.0,1979
56528,10,67.0,1979
56529,11,110.0,2003
56530,10,92.0,1979
56531,11,93.0,2010
56532,7,90.0,2008
56533,7,104.0,1992
56534,7,106.0,1993
56535,5,116.0,2000
56536,5,110.0,2003
56537,5,110.0,2004
56538,10,67.0,1982
56539,5,65.0,1968
56540,7,103.0,1985
56541,7,103.0,1990
56542,5,68.0,1970
56543,11,126.0,2003
56544,10,68.0,1984
56545,7,90.0,2015
56546,7,85.0,2005
56547,5,111.0,2003
56548,5,60.0,1985
56549,7,103.0,1984
56550,11,94.0,2003
56551,5,59.0,1983
56552,5,121.0,1987
56553,15,121.0,1975
56554,5,59.0,1979
56555,15,60.3,1967
56556,5,105.0,2002
56557,5,110.0,2003
56558,7,100.0,2000
56559,10,68.0,1980
56560,15,43.0,1973
56561,5,58.0,1972
56562,5,65.0,1974
56563,7,104.0,1989
56564,7,90.0,2003
56565,5,65.0,1967
56566,10,92.0,1979
56567,7,103.0,1989
56568,6,146.0,1997
56569,7,107.0,1995
56570,14,84.0,1985
56571,7,104.0,1984
56572,3,140.0,1997
56573,15,117.0,1975
56574,7,100.0,1997
56575,5,67.0,1970
56576,7,104.0,1995
56577,3,154.0,1995
56578,7,93.0,2015
56579,5,119.0,1999
56580,7,103.0,1988
56581,3,144.0,1993
56582,0,43.0,2014
56583,7,93.0,2013
56584,10,91.0,1982
56585,5,84.0,1977
56586,7,74.0,1985
56587,10,92.0,1979
56588,15,67.0,1969
56589,7,93.0,2015
56590,10,67.0,1979
56591,7,105.0,1989
56592,7,94.0,2011
56593,10,93.0,1982
56594,5,110.0,2003
56595,14,83.0,1987
56596,5,76.0,1975
56597,7,74.0,1986
56598,15,112.0,1976
56599,10,98.0,1979
56600,11,120.0,1998
56601,11,95.0,2001
56602,17,95.0,2011
56603,5,126.0,1985
56604,10,67.0,1985
56605,7,90.0,2002
56606,5,88.0,1973
56607,3,149.0,1993
56608,7,111.0,1995
56609,5,131.0,1986
56610,5,112.0,2015
56611,7,94.0,2012
56612,7,47.0,2018
56613,7,104.0,1988
56614,10,67.0,1985
56615,7,105.0,1984
56616,7,93.0,2015
56617,5,110.0,2004
56618,6,144.0,1998
56619,10,67.0,1979
56620,10,73.0,1976
56621,5,110.0,2002
56622,3,146.0,1995
56623,5,121.0,1999
56624,10,67.0,1979
56625,5,61.0,1974
56626,5,65.0,1975
56627,11,93.0,2011
56628,5,110.0,2002
56629,5,120.0,1990
56630,10,92.0,1980
56631,15,48.0,1971
56632,5,128.0,1996
56633,5,110.0,2003
56634,5,124.0,1993
56635,6,146.0,1988
56636,15,60.0,1967
56637,5,67.0,1970
56638,5,122.0,1988
56639,10,67.0,1978
56640,5,110.0,2001
56641,15,51.0,1971
56642,5,75.0,1980
56643,11,131.0,2001
56644,7,104.0,1987
56645,3,136.0,1999
56646,7,100.0,1997
56647,10,68.0,1980
56648,7,93.0,2018
56649,5,65.0,1977
56650,15,55.0,1970
56651,3,140.0,1998
56652,3,146.0,1995
56653,5,88.0,1974
56654,5,77.0,1977
56655,10,67.0,1979
56656,7,105.0,1989
56657,10,67.0,1983
56658,5,124.0,1992
56659,14,84.0,1986
56660,14,64.0,1985
56661,11,113.0,2015
56662,10,67.0,1983
56663,7,101.0,1999
56664,5,82.0,1976
56665,5,90.0,1977
56666,7,92.0,2011
56667,4,86.0,2015
56668,5,121.0,1989
56669,15,52.0,1971
56670,7,90.0,2005
56671,5,110.0,2001
56672,5,110.0,2001
56673,7,105.0,1997
56674,7,99.0,1997
56675,5,66.0,1973
56676,11,102.0,1998
56677,10,67.0,1980
56678,5,110.0,2001
56679,3,131.0,2000
56680,11,115.0,2001
56681,5,110.0,2004
56682,7,93.0,2005
56683,10,67.0,1979
56684,0,47.0,2013
56685,7,37.0,2018
56686,7,104.0,1985
56687,11,130.0,1996
56688,5,110.0,2002
56689,5,110.0,2001
56690,7,101.0,1999
56691,5,121.0,1985
56692,11,121.0,2000
56693,7,104.0,1990
56694,7,46.0,2014
56695,7,74.0,1987
56696,3,130.0,2001
56697,11,110.0,2005
56698,7,95.0,2000
56699,14,84.0,1988
56700,7,108.0,1996
56701,5,121.0,2000
56702,10,82.0,1980
56703,5,76.0,1973
56704,5,65.0,1972
56705,3,130.0,2000
56706,10,98.0,1978
56707,7,92.0,2015
56708,5,66.0,1970
56709,10,92.0,1979
56710,10,67.0,1978
56711,5,68.0,1978
56712,5,76.0,1975
56713,5,110.0,2000
56714,7,74.0,1984
56715,5,88.0,1975
56716,5,121.0,1993
56717,7,68.0,2018
56718,7,91.0,2002
56719,11,135.0,2001
56720,9,90.0,1998
56721,5,82.0,1982
56722,7,90.0,2006
56723,5,87.0,1976
56724,7,67.0,2015
56725,10,67.0,1980
56726,15,67.0,1969
56727,5,77.0,1975
56728,7,92.0,2012
56729,11,143.0,2000
56730,4,91.0,2014
56731,5,115.0,2000
56732,7,91.0,2009
56733,7,74.0,1988
56734,11,110.0,2001
56735,5,123.0,1985
56736,7,94.0,2010
56737,5,82.0,1976
56738,7,104.0,1985
56739,7,108.0,1995
56740,5,121.0,1983
56741,3,142.0,1993
56742,7,73.0,1989
56743,5,59.0,1978
56744,10,67.0,1979
56745,11,102.0,1998
56746,7,95.0,2011
56747,10,91.0,1985
56748,10,98.0,1977
56749,7,105.0,1985
56750,5,59.0,1975
56751,7,104.0,1985
56752,4,105.0,2014
56753,7,105.0,1992
56754,7,101.0,1998
56755,5,129.0,1993
56756,4,108.0,2014
56757,11,110.0,2003
56758,14,84.0,1987
56759,7,109.0,1993
56760,6,142.0,1999
56761,7,138.0,1985
56762,7,104.0,1990
56763,7,105.0,1984
56764,10,67.0,1984
56765,15,46.0,1967
56766,7,96.0,2011
56767,14,84.0,1986
56768,15,53.0,1969
56769,5,110.0,2000
56770,5,65.0,1977
56771,14,64.0,1988
56772,5,118.0,2005
56773,7,70.0,2012
56774,5,60.0,1985
56775,15,117.0,1976
56776,5,44.0,1978
56777,5,86.0,1979
56778,5,59.0,1975
56779,5,121.0,1999
56780,3,146.0,1993
56781,5,127.0,1993
56782,14,84.0,1985
56783,10,73.0,1977
56784,7,107.0,1984
56785,7,73.0,1993
56786,11,111.0,2005
56787,14,64.0,1988
56788,3,125.0,2001
56789,10,68.0,1983
56790,5,65.0,1975
56791,5,122.0,1999
56792,5,65.0,1975
56793,7,109.0,1996
56794,10,67.0,1979
56795,7,100.0,1997
56796,7,106.0,1990
56797,7,93.0,2016
56798,14,84.0,1986
56799,4,92.0,2013
56800,5,59.0,1976
56801,3,141.0,1997
56802,7,87.0,2010
56803,10,68.0,1981
56804,10,93.0,1984
56805,5,84.0,1977
56806,15,60.0,1967
56807,5,112.0,2017
56808,5,59.0,1974
56809,5,119.0,1997
56810,5,110.0,2002
56811,5,65.0,1975
56812,11,113.0,2016
56813,5,110.0,2001
56814,7,100.0,1997
56815,10,67.0,1979
56816,6,146.0,1992
56817,10,67.0,1979
56818,7,104.0,1993
56819,10,91.0,1981
56820,5,124.0,1993
56821,7,139.0,1993
56822,7,93.0,2013
56823,7,101.0,1998
56824,7,87.0,2013
56825,7,74.0,1989
56826,10,67.0,1979
56827,10,67.0,1985
56828,7,73.0,1987
56829,5,110.0,2001
56830,5,88.0,1974
56831,5,65.0,1967
56832,10,82.0,1980
56833,5,115.0,2005
56834,11,90.0,2009
56835,3,144.0,1988
56836,5,122.0,1998
56837,14,84.0,1985
56838,14,84.0,1988
56839,11,124.0,1999
56840,10,91.0,1979
56841,3,141.0,1986
56842,11,112.0,2003
56843,7,47.0,2018
56844,11,110.0,2001
56845,5,110.0,2000
56846,5,68.0,1973
56847,5,120.0,1986
56848,3,142.0,1987
56849,7,93.0,2015
56850,10,84.0,1983
56851,5,122.0,1992
56852,7,135.0,1995
56853,15,121.0,1976
56854,10,73.0,1978
56855,3,152.0,1993
56856,10,67.0,1980
56857,10,67.0,1984
56858,10,93.0,1981
56859,5,60.0,1981
56860,10,98.0,1985
56861,15,43.0,1983
56862,7,99.0,1997
56863,11,103.0,2000
56864,10,82.0,1980
56865,7,94.0,2010
56866,5,113.0,2017
56867,5,121.0,1985
56868,14,84.0,1985
56869,7,93.0,2016
56870,11,131.0,2001
56871,11,110.0,2006
56872,15,46.0,1967
56873,5,60.0,1976
56874,7,103.0,1984
56875,7,105.0,1984
56876,14,84.0,1988
56877,10,82.0,1978
56878,5,110.0,2004
56879,5,82.0,1975
56880,5,123.0,1992
56881,5,121.0,1985
56882,10,67.0,1984
56883,7,93.0,2001
56884,7,104.0,1984
56885,5,111.0,2002
56886,3,130.0,2001
56887,7,135.0,1984
56888,10,67.0,1978
56889,7,73.0,1987
56890,7,44.0,2007
56891,7,74.0,1983
56892,5,111.0,2002
56893,5,122.0,1999
56894,7,47.0,2014
56895,7,90.0,2015
56896,7,109.0,1985
56897,7,46.0,2014
56898,5,115.0,2005
56899,7,101.0,1999
56900,7,46.0,2014
56901,5,121.0,1999
56902,6,147.0,1992
56903,10,68.0,1979
56904,7,99.0,1997
56905,14,83.0,1987
56906,10,80.0,1979
56907,5,65.0,1976
56908,11,103.0,2000
56909,11,93.0,2013
56910,6,146.0,1989
56911,5,110.0,2001
56912,7,100.0,1999
56913,10,92.0,1980
56914,11,137.0,2001
56915,10,68.0,1981
56916,7,135.0,1993
56917,15,60.0,1967
56918,11,93.0,2017
56919,5,115.0,2000
56920,10,68.0,1980
56921,3,145.0,1996
56922,4,70.0,2012
56923,7,91.0,2001
56924,7,92.0,2015
56925,5,110.0,2002
56926,11,114.0,2002
56927,10,67.0,1980
56928,3,130.0,2000
56929,6,152.0,1995
56930,15,64.0,1969
56931,11,92.0,2008
56932,5,122.0,1988
56933,10,67.0,1979
56934,15,53.0,1969
56935,10,91.0,1981
56936,5,60.0,1970
56937,10,73.0,1979
56938,11,93.0,2015
56939,5,110.0,2001
56940,7,90.0,2006
56941,15,51.0,1971
56942,7,104.0,1989
56943,6,150.0,1984
56944,15,43.0,1967
56945,17,93.0,2011
56946,7,67.0,2013
56947,5,66.0,1970
56948,7,94.0,2010
56949,10,68.0,1980
56950,10,91.0,1985
56951,7,103.0,1986
56952,10,68.0,1985
56953,7,107.0,1992
56954,5,120.0,1997
56955,7,103.0,1989
56956,7,47.0,2015
56957,5,124.0,1995
56958,6,146.0,1989
56959,7,44.0,2007
56960,10,68.0,1980
56961,5,72.0,1970
56962,7,101.0,1999
56963,7,104.0,1987
56964,3,143.0,1998
56965,7,73.0,1988
56966,7,74.0,1984
56967,11,114.0,2004
56968,5,123.0,1997
56969,5,67.0,1971
56970,10,67.0,1980
56971,10,92.0,1979
56972,10,67.0,1979
56973,5,127.0,1995
56974,6,146.0,1989
56975,7,73.0,1985
56976,10,68.0,1987
56977,5,110.0,2002
56978,7,93.0,2014
56979,7,75.0,2001
56980,7,74.0,1988
56981,7,93.0,2015
56982,14,84.0,1987
56983,5,121.0,1980
56984,5,125.0,1979
56985,5,66.0,1974
56986,5,60.0,1980
56987,11,123.0,2000
56988,7,133.0,1996
56989,10,92.0,1979
56990,7,90.0,2003
56991,7,106.0,1992
56992,7,100.0,1997
56993,5,65.0,1974
56994,7,107.0,1996
56995,7,75.0,1982
56996,15,71.0,1969
56997,11,105.0,1999
56998,5,82.0,1982
56999,11,111.0,2004
57000,10,67.0,1985
57001,5,59.0,1978
57002,10,68.0,1980
57003,10,92.0,1978
57004,10,67.0,1978
57005,5,121.0,1997
57006,14,83.0,1985
57007,7,91.0,2000
57008,3,137.0,1997
57009,5,121.0,1997
57010,7,106.0,1993
57011,11,110.0,2008
57012,10,82.0,1978
57013,5,65.0,1975
57014,10,67.0,1978
57015,7,101.0,1998
57016,10,67.0,1984
57017,5,110.0,2001
57018,7,74.0,1984
57019,7,101.0,1997
57020,7,116.0,1992
57021,7,134.0,1996
57022,15,74.0,1970
57023,5,121.0,1985
57024,7,106.0,1984
57025,5,117.0,1997
57026,7,100.0,1999
57027,5,123.0,1995
57028,7,68.0,2016
57029,5,66.0,1973
57030,10,91.0,1984
57031,5,122.0,1989
57032,10,83.0,1982
57033,5,122.0,1995
57034,10,67.0,1977
57035,6,146.0,1992
57036,5,129.0,1995
57037,7,104.0,1992
57038,5,121.0,1989
57039,5,59.0,1975
57040,5,110.0,2003
57041,3,142.0,1984
57042,5,110.0,2003
57043,7,73.0,1984
57044,10,68.0,1980
57045,5,123.0,1995
57046,7,95.0,2000
57047,15,46.0,1973
57048,10,99.0,1979
57049,7,106.0,1985
57050,10,82.0,1979
57051,5,121.0,1985
57052,5,121.0,1985
57053,10,67.0,1978
57054,5,127.0,1996
57055,5,40.0,1972
57056,5,70.0,1976
57057,7,105.0,1995
57058,4,87.0,2014
57059,10,67.0,1979
57060,10,67.0,1978
57061,5,110.0,2003
57062,7,47.0,2013
57063,10,91.0,1984
57064,7,73.0,1989
57065,4,81.0,2014
57066,10,67.0,1985
57067,7,104.0,1993
57068,11,68.0,2016
57069,11,93.0,2016
57070,10,67.0,1984
57071,3,148.0,1995
57072,10,68.0,1980
57073,3,130.0,2002
57074,5,121.0,1984
57075,11,111.0,2000
57076,5,110.0,2002
57077,5,125.0,1996
57078,3,125.0,2003
57079,7,67.0,2015
57080,7,104.0,1991
57081,11,111.0,2001
57082,10,91.0,1978
57083,10,68.0,1980
57084,7,90.0,2003
57085,7,92.0,2006
57086,7,104.0,1995
57087,5,110.0,2002
57088,5,124.0,1996
57089,5,112.0,2001
57090,11,110.0,2008
57091,5,65.0,1975
57092,7,68.0,2018
57093,15,64.0,1969
57094,7,93.0,2018
57095,5,121.0,1998
57096,7,73.0,1983
57097,14,84.0,1985
57098,7,113.0,1989
57099,5,122.0,1997
57100,5,110.0,2003
57101,7,103.0,1992
57102,10,67.0,1976
57103,5,59.0,1973
57104,7,101.0,1999
57105,7,104.0,1984
57106,5,68.0,1970
57107,10,91.0,1978
57108,5,90.0,1977
57109,5,84.0,1977
57110,5,124.0,1992
57111,10,68.0,1980
57112,7,107.0,1984
57113,3,130.0,2001
57114,7,74.0,1989
57115,14,83.0,1985
57116,7,106.0,1993
57117,7,109.0,1984
57118,10,69.0,1980
57119,10,66.0,1982
57120,5,59.0,1975
57121,11,90.0,2009
57122,5,121.0,1998
57123,7,73.0,1993
57124,5,111.0,2002
57125,10,67.0,1981
57126,6,146.0,1988
57127,11,115.0,2002
57128,7,92.0,2015
57129,5,65.0,1977
57130,7,103.0,1992
57131,5,110.0,2004
57132,18,106.0,2011
57133,5,122.0,1988
57134,5,65.0,1972
57135,5,110.0,2000
57136,7,106.0,1998
57137,7,103.0,1989
57138,7,90.0,2007
57139,11,107.0,1999
57140,11,122.0,1999
57141,7,74.0,1985
57142,9,85.0,2002
57143,10,84.0,1983
57144,10,68.0,1985
57145,5,88.0,1975
57146,7,99.0,1997
57147,7,106.0,1989
57148,5,123.0,1986
57149,5,122.0,1988
57150,10,67.0,1985
57151,10,73.0,1977
57152,10,68.0,1980
57153,7,103.0,1984
57154,5,127.0,1996
57155,7,74.0,1984
57156,5,118.0,1980
57157,10,93.0,1982
57158,7,106.0,1989
57159,14,84.0,1985
57160,11,114.0,2004
57161,11,95.0,2004
57162,7,87.0,2013
57163,11,115.0,2003
57164,7,90.0,2004
57165,10,93.0,1985
57166,10,92.0,1984
57167,17,93.0,2011
57168,9,87.0,2002
57169,5,65.0,1982
57170,5,113.0,2016
57171,7,101.0,1997
57172,5,122.0,1988
57173,14,84.0,1985
57174,7,104.0,1986
57175,10,67.0,1984
57176,11,100.0,1998
57177,5,69.0,1987
57178,14,84.0,1985
57179,11,112.0,2016
57180,5,65.0,1972
57181,11,112.0,2003
57182,5,121.0,1987
57183,5,123.0,1992
57184,10,67.0,1984
57185,7,100.0,1999
57186,10,74.0,1978
57187,10,68.0,1981
57188,7,101.0,1999
57189,10,92.0,1984
57190,5,110.0,2001
57191,3,147.0,1996
57192,10,74.0,1978
57193,5,111.0,2003
57194,14,64.0,1985
57195,7,91.0,2001
57196,7,92.0,2012
57197,5,65.0,1976
57198,5,76.0,1973
57199,7,102.0,1998
57200,10,68.0,1985
57201,5,121.0,1998
57202,11,107.0,1999
57203,10,68.0,1980
57204,5,110.0,2003
57205,3,131.0,2000
57206,10,67.0,1985
57207,11,90.0,2009
57208,7,75.0,2003
57209,15,118.0,1977
57210,5,110.0,2001
57211,7,74.0,1985
57212,15,57.0,1971
57213,7,105.0,1984
57214,15,55.0,1970
57215,11,93.0,2016
57216,10,67.0,1985
57217,5,65.0,1973
57218,7,103.0,1988
57219,5,60.0,1982
57220,7,73.0,1985
57221,5,111.0,2001
57222,5,128.0,1993
57223,7,73.0,1988
57224,11,130.0,2001
57225,7,74.0,1984
57226,10,82.0,1980
57227,5,111.0,2000
57228,6,149.0,1985
57229,7,114.0,1992
57230,10,92.0,1978
57231,7,67.0,2015
57232,7,92.0,2010
57233,10,91.0,1980
57234,7,74.0,1988
57235,11,95.0,2015
57236,11,93.0,2013
57237,15,60.0,1967
57238,9,91.0,2000
